white,black,result,termination,white_score
sf2600,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,1/2-1/2,,0.5
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,1/2-1/2,,0.5
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1/2-1/2,,0.5
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2650,0-1,,0.0
sf2650,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,1-0,,1.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,1/2-1/2,,0.5
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2700,0-1,,0.0
sf2700,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2800,0-1,,0.0
sf2800,stratified_variant_28,1-0,,1.0
