variant_name,source_kind,role,config_path,selected_feature_count,selected_features,board_family,search_tier,eval_tier,feature_count_bin,stratum
stratified_variant_30,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_30.json,32,0x88|Alpha-Beta|Bishop Pair|Castling|Connected Pawn|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Activity|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Pawn Hash Table|Piece Lists|Piece-Square Tables|Quiescence Search|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,rich_eval,high,0x88__minimax__rich_eval
stratified_variant_31,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_31.json,30,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Iterative Deepening|Killer Heuristic|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Opening Book|Passed Pawn|Piece Lists|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,structural_eval,medium,Mailbox__minimax__structural_eval
stratified_variant_32,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_32.json,27,Alpha-Beta|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|History Heuristic|Iterative Deepening|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Principal Variation Search|Quiescence Search|Razoring|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,structural_eval,medium,Bitboards__pruning_full__structural_eval
stratified_variant_33,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_33.json,29,10x12 Board|Alpha-Beta|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Iterative Deepening|Killer Heuristic|King Shelter|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Passed Pawn|Pondering|Static Exchange Evaluation|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval
stratified_variant_34,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_34.json,25,0x88|Alpha-Beta|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|Iterative Deepening|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Piece-Square Tables|Pondering|Pseudo-Legal Move Generation|Razoring|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,minimax,pst_eval,medium,0x88__minimax__pst_eval
stratified_variant_35,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_35.json,25,10x12 Board|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Pawn Hash Table|Pondering|Replacement Schemes|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval
stratified_variant_36,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_36.json,28,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Pondering|Pseudo-Legal Move Generation|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval
stratified_variant_37,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_37.json,29,Bitboards|Castling|Connected Pawn|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Iterative Deepening|King Pressure|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Piece-Square Tables|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Rook Semi-Open File|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval
stratified_variant_38,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_38.json,29,0x88|Alpha-Beta|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|King Pressure|Legal Move Generation|Make Move|Mobility|Move Generation|Negamax|Null Move Pruning|Pawn Hash Table|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,0x88,pruning_full,rich_eval,medium,0x88__pruning_full__rich_eval
stratified_variant_39,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_39.json,29,Alpha-Beta|Bishop Pair|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Piece-Square Tables|Principal Variation Search|Razoring|Rook Semi-Open File|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
stratified_variant_40,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_40.json,32,Alpha-Beta|Bitboards|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Isolated Pawn|King Activity|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Piece Lists|Piece-Square Tables|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,minimax,rich_eval,high,Bitboards__minimax__rich_eval
stratified_variant_41,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_41.json,31,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Iterative Deepening|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Mailbox,pruning_full,rich_eval,high,Mailbox__pruning_full__rich_eval
stratified_variant_42,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_42.json,29,Alpha-Beta|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Pawn Hash Table|Piece Lists|Quiescence Search|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval
stratified_variant_43,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_43.json,25,10x12 Board|Alpha-Beta|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Piece Lists|Pondering|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,alpha_beta,rich_eval,medium,10x12 Board__alpha_beta__rich_eval
stratified_variant_44,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_44.json,26,10x12 Board|Alpha-Beta|Castling|Connected Pawn|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Legal Move Generation|Make Move|Minimax|Move Generation|Piece Lists|Piece-Square Tables|Principal Variation Search|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
stratified_variant_45,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_45.json,28,0x88|Alpha-Beta|Castling|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|History Heuristic|Isolated Pawn|Killer Heuristic|King Pressure|King Shelter|Late Move Reductions|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Piece Lists|Quiescence Search|Rook Semi-Open File|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,0x88,alpha_beta,rich_eval,medium,0x88__alpha_beta__rich_eval
stratified_variant_46,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_46.json,24,Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Iterative Deepening|King Pressure|King Shelter|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Pondering|Pseudo-Legal Move Generation|Replacement Schemes|Rook Semi-Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval
stratified_variant_47,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_47.json,26,Alpha-Beta|Bitboards|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Iterative Deepening|Legal Move Generation|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Opening Book|Passed Pawn|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,rich_eval,medium,Bitboards__pruning_full__rich_eval
stratified_variant_48,random_sample,sampled,outputs/stratified_variant_experiment_n100_regen/sample_configs/stratified_variant_48.json,26,0x88|Castling|Copy-Make|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|Iterative Deepening|King Activity|Legal Move Generation|Make Move|Move Generation|Negamax|Pawn Hash Table|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,0x88,negamax,rich_eval,medium,0x88__negamax__rich_eval
