white,black,result,termination,white_score
stratified_variant_21,sf2000,0-1,,0.0
sf2000,stratified_variant_21,1-0,,1.0
stratified_variant_21,sf2000,0-1,,0.0
sf2000,stratified_variant_21,1-0,,1.0
stratified_variant_21,sf2500,0-1,,0.0
sf2500,stratified_variant_21,1-0,,1.0
stratified_variant_21,sf2500,0-1,,0.0
sf2500,stratified_variant_21,1-0,,1.0
stratified_variant_23,sf1500,0-1,,0.0
sf1500,stratified_variant_23,1-0,,1.0
stratified_variant_23,sf1500,0-1,,0.0
sf1500,stratified_variant_23,1-0,,1.0
stratified_variant_23,sf2000,0-1,,0.0
sf2000,stratified_variant_23,1-0,,1.0
stratified_variant_23,sf2000,0-1,,0.0
sf2000,stratified_variant_23,1-0,,1.0
stratified_variant_23,sf2500,0-1,,0.0
sf2500,stratified_variant_23,1-0,,1.0
stratified_variant_23,sf2500,0-1,,0.0
sf2500,stratified_variant_23,1-0,,1.0
stratified_variant_27,sf1500,0-1,,0.0
sf1500,stratified_variant_27,1-0,,1.0
stratified_variant_27,sf1500,1-0,,1.0
sf1500,stratified_variant_27,0-1,,0.0
stratified_variant_27,sf2000,0-1,,0.0
sf2000,stratified_variant_27,1-0,,1.0
stratified_variant_27,sf2000,1/2-1/2,,0.5
sf2000,stratified_variant_27,1-0,,1.0
stratified_variant_27,sf2500,0-1,,0.0
sf2500,stratified_variant_27,1-0,,1.0
stratified_variant_27,sf2500,0-1,,0.0
sf2500,stratified_variant_27,1-0,,1.0
stratified_variant_28,sf1500,1-0,,1.0
sf1500,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf1500,1-0,,1.0
sf1500,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf2000,1/2-1/2,,0.5
sf2000,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf2000,0-1,,0.0
sf2000,stratified_variant_28,0-1,,0.0
stratified_variant_28,sf2500,0-1,,0.0
sf2500,stratified_variant_28,1-0,,1.0
stratified_variant_28,sf2500,0-1,,0.0
sf2500,stratified_variant_28,0-1,,0.0
stratified_variant_29,sf1500,0-1,,0.0
sf1500,stratified_variant_29,1-0,,1.0
stratified_variant_29,sf1500,0-1,,0.0
sf1500,stratified_variant_29,1-0,,1.0
stratified_variant_29,sf2000,0-1,,0.0
sf2000,stratified_variant_29,1-0,,1.0
stratified_variant_29,sf2000,0-1,,0.0
sf2000,stratified_variant_29,1-0,,1.0
stratified_variant_29,sf2500,0-1,,0.0
sf2500,stratified_variant_29,1-0,,1.0
stratified_variant_29,sf2500,0-1,,0.0
sf2500,stratified_variant_29,1-0,,1.0
stratified_variant_31,sf1500,1-0,,1.0
sf1500,stratified_variant_31,0-1,,0.0
stratified_variant_31,sf1500,1-0,,1.0
sf1500,stratified_variant_31,1-0,,1.0
stratified_variant_31,sf2000,0-1,,0.0
sf2000,stratified_variant_31,1-0,,1.0
stratified_variant_31,sf2000,0-1,,0.0
sf2000,stratified_variant_31,1-0,,1.0
stratified_variant_31,sf2500,0-1,,0.0
sf2500,stratified_variant_31,1-0,,1.0
stratified_variant_31,sf2500,0-1,,0.0
sf2500,stratified_variant_31,1-0,,1.0
stratified_variant_33,sf1500,0-1,,0.0
sf1500,stratified_variant_33,0-1,,0.0
stratified_variant_33,sf1500,1-0,,1.0
sf1500,stratified_variant_33,1-0,,1.0
stratified_variant_33,sf2000,1/2-1/2,,0.5
sf2000,stratified_variant_33,1-0,,1.0
stratified_variant_33,sf2000,0-1,,0.0
sf2000,stratified_variant_33,1-0,,1.0
stratified_variant_33,sf2500,0-1,,0.0
sf2500,stratified_variant_33,1-0,,1.0
stratified_variant_33,sf2500,0-1,,0.0
sf2500,stratified_variant_33,1-0,,1.0
stratified_variant_39,sf1500,0-1,,0.0
sf1500,stratified_variant_39,1-0,,1.0
stratified_variant_39,sf1500,0-1,,0.0
sf1500,stratified_variant_39,1-0,,1.0
stratified_variant_39,sf2000,0-1,,0.0
sf2000,stratified_variant_39,1-0,,1.0
stratified_variant_39,sf2000,0-1,,0.0
sf2000,stratified_variant_39,1-0,,1.0
stratified_variant_39,sf2500,0-1,,0.0
sf2500,stratified_variant_39,1-0,,1.0
stratified_variant_39,sf2500,0-1,,0.0
sf2500,stratified_variant_39,1-0,,1.0
stratified_variant_42,sf1500,0-1,,0.0
sf1500,stratified_variant_42,1-0,,1.0
stratified_variant_42,sf1500,0-1,,0.0
sf1500,stratified_variant_42,1-0,,1.0
stratified_variant_42,sf2000,0-1,,0.0
sf2000,stratified_variant_42,1-0,,1.0
stratified_variant_42,sf2000,0-1,,0.0
sf2000,stratified_variant_42,1-0,,1.0
stratified_variant_42,sf2500,0-1,,0.0
sf2500,stratified_variant_42,1-0,,1.0
stratified_variant_42,sf2500,0-1,,0.0
sf2500,stratified_variant_42,1-0,,1.0
stratified_variant_43,sf1500,0-1,,0.0
sf1500,stratified_variant_43,1-0,,1.0
stratified_variant_43,sf1500,0-1,,0.0
sf1500,stratified_variant_43,1-0,,1.0
stratified_variant_43,sf2000,0-1,,0.0
sf2000,stratified_variant_43,1-0,,1.0
stratified_variant_43,sf2000,0-1,,0.0
sf2000,stratified_variant_43,1-0,,1.0
stratified_variant_43,sf2500,0-1,,0.0
sf2500,stratified_variant_43,1-0,,1.0
stratified_variant_43,sf2500,0-1,,0.0
sf2500,stratified_variant_43,1-0,,1.0
stratified_variant_45,sf1500,0-1,,0.0
sf1500,stratified_variant_45,1-0,,1.0
stratified_variant_45,sf1500,0-1,,0.0
sf1500,stratified_variant_45,1-0,,1.0
stratified_variant_45,sf2000,0-1,,0.0
sf2000,stratified_variant_45,1-0,,1.0
stratified_variant_45,sf2000,0-1,,0.0
sf2000,stratified_variant_45,1-0,,1.0
stratified_variant_45,sf2500,0-1,,0.0
sf2500,stratified_variant_45,1-0,,1.0
stratified_variant_45,sf2500,0-1,,0.0
sf2500,stratified_variant_45,1-0,,1.0
stratified_variant_46,sf1500,0-1,,0.0
sf1500,stratified_variant_46,1-0,,1.0
stratified_variant_46,sf1500,0-1,,0.0
sf1500,stratified_variant_46,1-0,,1.0
stratified_variant_46,sf2000,0-1,,0.0
sf2000,stratified_variant_46,1-0,,1.0
stratified_variant_46,sf2000,0-1,,0.0
sf2000,stratified_variant_46,1-0,,1.0
stratified_variant_46,sf2500,0-1,,0.0
sf2500,stratified_variant_46,1-0,,1.0
stratified_variant_46,sf2500,0-1,,0.0
sf2500,stratified_variant_46,1-0,,1.0
stratified_variant_50,sf1500,0-1,,0.0
sf1500,stratified_variant_50,1-0,,1.0
stratified_variant_50,sf1500,0-1,,0.0
sf1500,stratified_variant_50,1-0,,1.0
stratified_variant_50,sf2000,0-1,,0.0
sf2000,stratified_variant_50,1-0,,1.0
stratified_variant_50,sf2000,0-1,,0.0
sf2000,stratified_variant_50,1-0,,1.0
stratified_variant_50,sf2500,0-1,,0.0
sf2500,stratified_variant_50,1-0,,1.0
stratified_variant_50,sf2500,0-1,,0.0
sf2500,stratified_variant_50,1-0,,1.0
stratified_variant_52,sf1500,0-1,,0.0
sf1500,stratified_variant_52,1-0,,1.0
stratified_variant_52,sf1500,0-1,,0.0
sf1500,stratified_variant_52,1-0,,1.0
stratified_variant_52,sf2000,0-1,,0.0
sf2000,stratified_variant_52,1-0,,1.0
stratified_variant_52,sf2000,0-1,,0.0
sf2000,stratified_variant_52,1-0,,1.0
stratified_variant_52,sf2500,0-1,,0.0
sf2500,stratified_variant_52,1-0,,1.0
stratified_variant_52,sf2500,0-1,,0.0
sf2500,stratified_variant_52,1-0,,1.0
stratified_variant_55,sf1500,0-1,,0.0
sf1500,stratified_variant_55,1-0,,1.0
stratified_variant_55,sf1500,0-1,,0.0
sf1500,stratified_variant_55,1-0,,1.0
stratified_variant_55,sf2000,0-1,,0.0
sf2000,stratified_variant_55,1-0,,1.0
stratified_variant_55,sf2000,0-1,,0.0
sf2000,stratified_variant_55,1-0,,1.0
stratified_variant_55,sf2500,0-1,,0.0
sf2500,stratified_variant_55,1-0,,1.0
stratified_variant_55,sf2500,0-1,,0.0
sf2500,stratified_variant_55,1-0,,1.0
stratified_variant_57,sf1500,0-1,,0.0
sf1500,stratified_variant_57,1-0,,1.0
stratified_variant_57,sf1500,0-1,,0.0
sf1500,stratified_variant_57,1-0,,1.0
stratified_variant_57,sf2000,0-1,,0.0
sf2000,stratified_variant_57,1-0,,1.0
stratified_variant_57,sf2000,0-1,,0.0
sf2000,stratified_variant_57,1-0,,1.0
stratified_variant_57,sf2500,0-1,,0.0
sf2500,stratified_variant_57,1-0,,1.0
stratified_variant_57,sf2500,0-1,,0.0
sf2500,stratified_variant_57,1-0,,1.0
stratified_variant_58,sf1500,0-1,,0.0
sf1500,stratified_variant_58,1-0,,1.0
stratified_variant_58,sf1500,0-1,,0.0
sf1500,stratified_variant_58,1-0,,1.0
stratified_variant_58,sf2000,0-1,,0.0
sf2000,stratified_variant_58,1-0,,1.0
stratified_variant_58,sf2000,0-1,,0.0
sf2000,stratified_variant_58,1-0,,1.0
stratified_variant_58,sf2500,0-1,,0.0
sf2500,stratified_variant_58,1-0,,1.0
stratified_variant_58,sf2500,0-1,,0.0
sf2500,stratified_variant_58,1-0,,1.0
stratified_variant_59,sf1500,0-1,,0.0
sf1500,stratified_variant_59,1-0,,1.0
stratified_variant_59,sf1500,0-1,,0.0
sf1500,stratified_variant_59,1-0,,1.0
stratified_variant_59,sf2000,0-1,,0.0
sf2000,stratified_variant_59,1-0,,1.0
stratified_variant_59,sf2000,0-1,,0.0
sf2000,stratified_variant_59,1-0,,1.0
stratified_variant_59,sf2500,0-1,,0.0
sf2500,stratified_variant_59,1-0,,1.0
stratified_variant_59,sf2500,0-1,,0.0
sf2500,stratified_variant_59,1-0,,1.0
stratified_variant_60,sf1500,0-1,,0.0
sf1500,stratified_variant_60,1-0,,1.0
stratified_variant_60,sf1500,0-1,,0.0
sf1500,stratified_variant_60,1-0,,1.0
stratified_variant_60,sf2000,0-1,,0.0
sf2000,stratified_variant_60,1-0,,1.0
stratified_variant_60,sf2000,0-1,,0.0
sf2000,stratified_variant_60,1-0,,1.0
stratified_variant_60,sf2500,0-1,,0.0
sf2500,stratified_variant_60,1-0,,1.0
stratified_variant_60,sf2500,0-1,,0.0
sf2500,stratified_variant_60,1-0,,1.0
stratified_variant_61,sf1500,0-1,,0.0
sf1500,stratified_variant_61,0-1,,0.0
stratified_variant_61,sf1500,1-0,,1.0
sf1500,stratified_variant_61,1-0,,1.0
stratified_variant_61,sf2000,1-0,,1.0
sf2000,stratified_variant_61,1-0,,1.0
stratified_variant_61,sf2000,0-1,,0.0
sf2000,stratified_variant_61,1-0,,1.0
stratified_variant_61,sf2500,0-1,,0.0
sf2500,stratified_variant_61,1-0,,1.0
stratified_variant_61,sf2500,0-1,,0.0
sf2500,stratified_variant_61,1-0,,1.0
stratified_variant_63,sf1500,0-1,,0.0
sf1500,stratified_variant_63,1-0,,1.0
stratified_variant_63,sf1500,0-1,,0.0
sf1500,stratified_variant_63,1-0,,1.0
stratified_variant_63,sf2000,0-1,,0.0
sf2000,stratified_variant_63,1-0,,1.0
stratified_variant_63,sf2000,0-1,,0.0
sf2000,stratified_variant_63,1-0,,1.0
stratified_variant_63,sf2500,0-1,,0.0
sf2500,stratified_variant_63,1-0,,1.0
stratified_variant_63,sf2500,0-1,,0.0
sf2500,stratified_variant_63,1-0,,1.0
stratified_variant_64,sf1500,0-1,,0.0
sf1500,stratified_variant_64,0-1,,0.0
stratified_variant_64,sf1500,0-1,,0.0
sf1500,stratified_variant_64,1-0,,1.0
stratified_variant_64,sf2000,0-1,,0.0
sf2000,stratified_variant_64,1-0,,1.0
stratified_variant_64,sf2000,0-1,,0.0
sf2000,stratified_variant_64,1-0,,1.0
stratified_variant_64,sf2500,0-1,,0.0
sf2500,stratified_variant_64,1-0,,1.0
stratified_variant_64,sf2500,0-1,,0.0
sf2500,stratified_variant_64,1-0,,1.0
stratified_variant_65,sf1500,0-1,,0.0
sf1500,stratified_variant_65,1-0,,1.0
stratified_variant_65,sf1500,0-1,,0.0
sf1500,stratified_variant_65,1-0,,1.0
stratified_variant_65,sf2000,0-1,,0.0
sf2000,stratified_variant_65,1-0,,1.0
stratified_variant_65,sf2000,0-1,,0.0
sf2000,stratified_variant_65,1-0,,1.0
stratified_variant_65,sf2500,0-1,,0.0
sf2500,stratified_variant_65,1-0,,1.0
stratified_variant_65,sf2500,0-1,,0.0
sf2500,stratified_variant_65,1-0,,1.0
stratified_variant_66,sf1500,0-1,,0.0
sf1500,stratified_variant_66,1-0,,1.0
stratified_variant_66,sf1500,0-1,,0.0
sf1500,stratified_variant_66,1-0,,1.0
stratified_variant_66,sf2000,0-1,,0.0
sf2000,stratified_variant_66,1-0,,1.0
stratified_variant_66,sf2000,0-1,,0.0
sf2000,stratified_variant_66,1-0,,1.0
stratified_variant_66,sf2500,0-1,,0.0
sf2500,stratified_variant_66,1-0,,1.0
stratified_variant_66,sf2500,0-1,,0.0
sf2500,stratified_variant_66,1-0,,1.0
stratified_variant_69,sf1500,0-1,,0.0
sf1500,stratified_variant_69,1-0,,1.0
stratified_variant_69,sf1500,0-1,,0.0
sf1500,stratified_variant_69,1-0,,1.0
stratified_variant_69,sf2000,0-1,,0.0
sf2000,stratified_variant_69,1-0,,1.0
stratified_variant_69,sf2000,0-1,,0.0
sf2000,stratified_variant_69,1-0,,1.0
stratified_variant_69,sf2500,0-1,,0.0
sf2500,stratified_variant_69,1-0,,1.0
stratified_variant_69,sf2500,0-1,,0.0
sf2500,stratified_variant_69,1-0,,1.0
stratified_variant_70,sf1500,0-1,,0.0
sf1500,stratified_variant_70,1-0,,1.0
stratified_variant_70,sf1500,0-1,,0.0
sf1500,stratified_variant_70,1-0,,1.0
stratified_variant_70,sf2000,0-1,,0.0
sf2000,stratified_variant_70,1-0,,1.0
stratified_variant_70,sf2000,0-1,,0.0
sf2000,stratified_variant_70,1-0,,1.0
stratified_variant_70,sf2500,0-1,,0.0
sf2500,stratified_variant_70,1-0,,1.0
stratified_variant_70,sf2500,0-1,,0.0
sf2500,stratified_variant_70,1-0,,1.0
stratified_variant_72,sf1500,0-1,,0.0
sf1500,stratified_variant_72,0-1,,0.0
stratified_variant_72,sf1500,0-1,,0.0
sf1500,stratified_variant_72,0-1,,0.0
stratified_variant_72,sf2000,0-1,,0.0
sf2000,stratified_variant_72,1-0,,1.0
stratified_variant_72,sf2000,0-1,,0.0
sf2000,stratified_variant_72,1-0,,1.0
stratified_variant_72,sf2500,0-1,,0.0
sf2500,stratified_variant_72,1-0,,1.0
stratified_variant_72,sf2500,0-1,,0.0
sf2500,stratified_variant_72,1-0,,1.0
stratified_variant_78,sf1500,0-1,,0.0
sf1500,stratified_variant_78,1-0,,1.0
stratified_variant_78,sf1500,0-1,,0.0
sf1500,stratified_variant_78,1-0,,1.0
stratified_variant_78,sf2000,0-1,,0.0
sf2000,stratified_variant_78,1-0,,1.0
stratified_variant_78,sf2000,0-1,,0.0
sf2000,stratified_variant_78,1-0,,1.0
stratified_variant_78,sf2500,0-1,,0.0
sf2500,stratified_variant_78,1-0,,1.0
stratified_variant_78,sf2500,0-1,,0.0
sf2500,stratified_variant_78,1-0,,1.0
stratified_variant_82,sf1500,1-0,,1.0
sf1500,stratified_variant_82,1-0,,1.0
stratified_variant_82,sf1500,0-1,,0.0
sf1500,stratified_variant_82,1-0,,1.0
stratified_variant_82,sf2000,1/2-1/2,,0.5
sf2000,stratified_variant_82,1-0,,1.0
stratified_variant_82,sf2000,0-1,,0.0
sf2000,stratified_variant_82,0-1,,0.0
stratified_variant_82,sf2500,0-1,,0.0
sf2500,stratified_variant_82,1-0,,1.0
stratified_variant_82,sf2500,0-1,,0.0
sf2500,stratified_variant_82,1-0,,1.0
stratified_variant_87,sf1500,0-1,,0.0
sf1500,stratified_variant_87,1-0,,1.0
stratified_variant_87,sf1500,0-1,,0.0
sf1500,stratified_variant_87,1-0,,1.0
stratified_variant_87,sf2000,0-1,,0.0
sf2000,stratified_variant_87,1-0,,1.0
stratified_variant_87,sf2000,0-1,,0.0
sf2000,stratified_variant_87,1-0,,1.0
stratified_variant_87,sf2500,0-1,,0.0
sf2500,stratified_variant_87,1-0,,1.0
stratified_variant_87,sf2500,0-1,,0.0
sf2500,stratified_variant_87,1-0,,1.0
stratified_variant_90,sf1500,1-0,,1.0
sf1500,stratified_variant_90,1-0,,1.0
stratified_variant_90,sf1500,0-1,,0.0
sf1500,stratified_variant_90,0-1,,0.0
stratified_variant_90,sf2000,1-0,,1.0
sf2000,stratified_variant_90,1-0,,1.0
stratified_variant_90,sf2000,0-1,,0.0
sf2000,stratified_variant_90,1/2-1/2,,0.5
stratified_variant_90,sf2500,0-1,,0.0
sf2500,stratified_variant_90,1-0,,1.0
stratified_variant_90,sf2500,0-1,,0.0
sf2500,stratified_variant_90,1-0,,1.0
stratified_variant_91,sf1500,0-1,,0.0
sf1500,stratified_variant_91,1-0,,1.0
stratified_variant_91,sf1500,0-1,,0.0
sf1500,stratified_variant_91,1-0,,1.0
stratified_variant_91,sf2000,0-1,,0.0
sf2000,stratified_variant_91,1-0,,1.0
stratified_variant_91,sf2000,0-1,,0.0
sf2000,stratified_variant_91,1-0,,1.0
stratified_variant_91,sf2500,0-1,,0.0
sf2500,stratified_variant_91,1-0,,1.0
stratified_variant_91,sf2500,0-1,,0.0
sf2500,stratified_variant_91,1-0,,1.0
stratified_variant_93,sf1500,0-1,,0.0
sf1500,stratified_variant_93,1-0,,1.0
stratified_variant_93,sf1500,0-1,,0.0
sf1500,stratified_variant_93,1-0,,1.0
stratified_variant_93,sf2000,0-1,,0.0
sf2000,stratified_variant_93,1-0,,1.0
stratified_variant_93,sf2000,0-1,,0.0
sf2000,stratified_variant_93,1-0,,1.0
stratified_variant_93,sf2500,0-1,,0.0
sf2500,stratified_variant_93,1-0,,1.0
stratified_variant_93,sf2500,0-1,,0.0
sf2500,stratified_variant_93,1-0,,1.0
stratified_variant_97,sf1500,0-1,,0.0
sf1500,stratified_variant_97,1-0,,1.0
stratified_variant_97,sf1500,0-1,,0.0
sf1500,stratified_variant_97,1-0,,1.0
stratified_variant_97,sf2000,0-1,,0.0
sf2000,stratified_variant_97,1-0,,1.0
stratified_variant_97,sf2000,0-1,,0.0
sf2000,stratified_variant_97,1-0,,1.0
stratified_variant_97,sf2500,0-1,,0.0
sf2500,stratified_variant_97,1-0,,1.0
stratified_variant_97,sf2500,0-1,,0.0
sf2500,stratified_variant_97,1-0,,1.0
stratified_variant_98,sf1500,0-1,,0.0
sf1500,stratified_variant_98,1-0,,1.0
stratified_variant_98,sf1500,0-1,,0.0
sf1500,stratified_variant_98,1-0,,1.0
stratified_variant_98,sf2000,0-1,,0.0
sf2000,stratified_variant_98,1-0,,1.0
stratified_variant_98,sf2000,0-1,,0.0
sf2000,stratified_variant_98,1-0,,1.0
stratified_variant_98,sf2500,0-1,,0.0
sf2500,stratified_variant_98,1-0,,1.0
stratified_variant_98,sf2500,0-1,,0.0
sf2500,stratified_variant_98,1-0,,1.0
strong_variant_02,sf1500,1-0,,1.0
sf1500,strong_variant_02,1-0,,1.0
strong_variant_02,sf1500,0-1,,0.0
sf1500,strong_variant_02,0-1,,0.0
strong_variant_02,sf2000,0-1,,0.0
sf2000,strong_variant_02,1-0,,1.0
strong_variant_02,sf2000,1-0,,1.0
sf2000,strong_variant_02,0-1,,0.0
strong_variant_02,sf2500,0-1,,0.0
sf2500,strong_variant_02,1-0,,1.0
strong_variant_02,sf2500,0-1,,0.0
sf2500,strong_variant_02,1-0,,1.0
