variant_name,source_kind,role,config_path,selected_feature_count,selected_features,board_family,search_tier,eval_tier,feature_count_bin,stratum
pool_variant_029,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_029.json,31,10x12 Board|Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|History Heuristic|Killer Heuristic|King Pressure|King Shelter|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Opening Book|Pawn Hash Table|Principal Variation Search|Quiescence Search|Rook on Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,high,10x12 Board__minimax__rich_eval
pool_variant_030,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_030.json,29,10x12 Board|Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|King Pressure|Legal Move Generation|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Null Move Pruning|Piece Lists|Pondering|Quiescence Search|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_031,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_031.json,28,10x12 Board|Bishop Pair|Castling|Connected Pawn|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Isolated Pawn|King Shelter|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Quiescence Search|Replacement Schemes|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval
pool_variant_032,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_032.json,27,Bishop Pair|Castling|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|Hash Move|Isolated Pawn|Legal Move Generation|Mailbox|Make Move|Move Generation|Move Ordering|Negamax|Pawn Hash Table|Piece Lists|Pseudo-Legal Move Generation|Quiescence Search|Rook on Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,negamax,rich_eval,medium,Mailbox__negamax__rich_eval
pool_variant_033,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_033.json,31,Alpha-Beta|Bishop Pair|Bitboards|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|History Heuristic|Isolated Pawn|Iterative Deepening|King Shelter|Late Move Reductions|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Opening Book|Quiescence Search|Razoring|Replacement Schemes|Rook Semi-Open File|Static Exchange Evaluation|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,pruning_full,rich_eval,high,Bitboards__pruning_full__rich_eval
pool_variant_034,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_034.json,21,10x12 Board|Bishop Pair|Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|King Shelter|Legal Move Generation|Make Move|Move Generation|Negamax|Piece Lists|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move,10x12 Board,negamax,rich_eval,medium,10x12 Board__negamax__rich_eval
pool_variant_035,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_035.json,27,10x12 Board|Alpha-Beta|Castling|Copy-Make|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|King Activity|King Pressure|Legal Move Generation|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Principal Variation Search|Pseudo-Legal Move Generation|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|UCI|Unmake Move|Zobrist Hashing,10x12 Board,pruning_full,rich_eval,medium,10x12 Board__pruning_full__rich_eval
pool_variant_036,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_036.json,25,Alpha-Beta|Bishop Pair|Castling|Copy-Make|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Isolated Pawn|Iterative Deepening|Legal Move Generation|Mailbox|Make Move|Minimax|Move Generation|Pseudo-Legal Move Generation|Quiescence Search|Replacement Schemes|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_037,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_037.json,23,10x12 Board|Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Legal Move Generation|Make Move|Minimax|Move Generation|Piece Lists|Piece-Square Tables|Principal Variation Search|Rook on Open File|Rook Semi-Open File|Threefold Repetition|UCI|Unmake Move|Zobrist Hashing,10x12 Board,minimax,rich_eval,medium,10x12 Board__minimax__rich_eval
pool_variant_038,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_038.json,26,Alpha-Beta|Bitboards|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|Late Move Reductions|Legal Move Generation|Make Move|Minimax|Move Generation|Move Ordering|Null Move Pruning|Passed Pawn|Quiescence Search|Razoring|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move,Bitboards,minimax,structural_eval,medium,Bitboards__minimax__structural_eval
pool_variant_039,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_039.json,25,Castling|Connected Pawn|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|Legal Move Generation|Mailbox|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Opening Book|Pawn Hash Table|Rook on Open File|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_040,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_040.json,23,Bitboards|Castling|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|King Pressure|King Shelter|Legal Move Generation|Make Move|Move Generation|Negamax|Pawn Hash Table|Piece-Square Tables|Pondering|Quiescence Search|Rook Semi-Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval
pool_variant_041,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_041.json,30,Alpha-Beta|Aspiration Windows|Bitboards|Castling|Connected Pawn|Copy-Make|Delta Pruning|En Passant|Evaluation|FEN|Fifty-Move Rule|King Activity|Legal Move Generation|Make Move|Minimax|Move Generation|Opening Book|Passed Pawn|Pawn Hash Table|Piece-Square Tables|Principal Variation Search|Quiescence Search|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Time Management|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Bitboards,minimax,rich_eval,medium,Bitboards__minimax__rich_eval
pool_variant_042,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_042.json,27,Alpha-Beta|Bitboards|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|Killer Heuristic|King Pressure|King Shelter|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Null Move Pruning|Opening Book|Razoring|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,alpha_beta,rich_eval,medium,Bitboards__alpha_beta__rich_eval
pool_variant_043,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_043.json,24,Alpha-Beta|Bishop Pair|Castling|Connected Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Mobility|Move Generation|Move Ordering|Negamax|Pseudo-Legal Move Generation|Rook Semi-Open File|Tapered Eval|Threefold Repetition|UCI|Unmake Move,Mailbox,alpha_beta,rich_eval,medium,Mailbox__alpha_beta__rich_eval
pool_variant_044,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_044.json,29,Alpha-Beta|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Futility Pruning|Hash Move|King Shelter|Legal Move Generation|Mailbox|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Principal Variation Search|Pseudo-Legal Move Generation|Quiescence Search|Razoring|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_045,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_045.json,29,Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Killer Heuristic|King Pressure|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Piece-Square Tables|Quiescence Search|Static Exchange Evaluation|Tapered Eval|Threefold Repetition|Transposition Table|UCI|Unmake Move|Zobrist Hashing,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
pool_variant_046,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_046.json,25,Bitboards|Castling|Connected Pawn|Delta Pruning|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|Legal Move Generation|Magic Bitboards|Make Move|Move Generation|Move Ordering|Negamax|Passed Pawn|Piece-Square Tables|Pondering|Quiescence Search|Replacement Schemes|Rook Semi-Open File|Threefold Repetition|Transposition Table|UCI|Unmake Move,Bitboards,negamax,rich_eval,medium,Bitboards__negamax__rich_eval
pool_variant_047,random_sample,sampled,outputs/stratified_variant_experiment_samplecheck/pool_configs/pool_variant_047.json,22,Alpha-Beta|Aspiration Windows|Bishop Pair|Castling|Doubled Pawn|En Passant|Evaluation|FEN|Fifty-Move Rule|History Heuristic|Isolated Pawn|Late Move Reductions|Legal Move Generation|Mailbox|Make Move|Minimax|Mobility|Move Generation|Move Ordering|Threefold Repetition|UCI|Unmake Move,Mailbox,minimax,rich_eval,medium,Mailbox__minimax__rich_eval
